Name,Site Name,Speciality 1,Speciality 2,Day Reg Planned Hrs,Day Reg Actual Hrs,Day Unreg Planned Hrs,Day Unreg Actual Hrs,Night Reg Planned Hrs,Night Reg Actual Hrs,Night Unreg Planned Hrs,Night Unreg Actual Hrs,Patient Count At Midnight,Missing Census Count,Division,Month,,,
Rheumatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
Rheumatology CNS,Medway NHS,-,,472.5,420.25,0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
Senior Manager On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
Standards and Practice,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
Stroke Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
The Typing Pool,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
Therapies,Medway NHS,-,,"11,172.12","9,247.57",0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
Trust Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
VTE Specialist Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2020,,,
ACCP,Medway NHS,-,,"1,302.00",0,0,0,356.5,0,0,0,0,0,Planned,01/12/2020,,,
Anaesthetics & Pain Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Audiology Dept,Medway NHS,-,,"1,909.50",836.5,883.5,646.75,0,0,0,0,0,0,Planned,01/12/2020,,,
Cancer Services Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Cancer Services CNS,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Children's Community Learning Disabilities Team,Medway NHS,-,,"2,145.00",57,172.5,45.5,0,0,0,0,0,0,Planned,01/12/2020,,,
Co-ordinated Care Specialist Nurses,Medway NHS,-,,"2,965.00","1,420.83",105,7.5,0,0,0,0,0,0,Planned,01/12/2020,,,
Colposcopy,Medway NHS,-,,688.5,502.5,576.5,312.5,0,0,0,0,0,0,Planned,01/12/2020,,,
Community Paediatric Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
ENT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Galton Day Unit Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
General Surgery Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Gynaecology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Looked After Children,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Anaesthetics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Breast Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Colorectal Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Critical Care Medics,Medway NHS,-,,675,350,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - ENT Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - General Surgery On Call Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - NICU Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Obs & Gynae Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Orthodontics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Paediatric Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - T&O Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Urology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
M - Vascular Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
MacMillan Social Work,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Maternity Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Maternity Managers On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Maternity Managers Weekends & Lates,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Maxillofacial,Medway NHS,-,,786.5,506.75,"1,716.00","1,118.00",0,0,0,0,0,0,Planned,01/12/2020,,,
Medical Records,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Acute Response Team (CCO),Medway NHS,-,,718.5,700.25,0,0,938,868,0,0,0,0,Planned,01/12/2020,,,
N - Arethusa SAU,Medway NHS,-,,"1,971.33","1,496.67","1,158.48","1,055.48","1,705.00","1,305.50",682,836,501,20,Planned,01/12/2020,,,
N - Childrens Diabetes,Medway NHS,-,,"1,274.50",603.5,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Coast2,Medway NHS,-,,"1,386.00",758.25,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Community Midwives - All Saints,Medway NHS,-,,"1,392.75","1,083.75",195.5,110.5,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Community Midwives - Castle,Medway NHS,-,,"1,363.00","1,227.75",150,120,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Community Midwives - Riverside,Medway NHS,-,,"1,419.50","1,173.67",391,106,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Community Midwives - Swale,Medway NHS,-,,"1,562.00","1,396.50",171.17,74.17,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Continuing Care Paediatrics,Medway NHS,-,,"2,612.50",206.5,149.5,344,263.5,321.5,263.5,"1,374.00",0,0,Planned,01/12/2020,,,
N - Critical Care,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Delivery Suite,Medway NHS,-,,"2,923.65","2,700.00",735.33,629.17,"3,301.50","2,913.92",733.67,698.83,0,31,Planned,01/12/2020,,,
N - ENT Treatment Room,Medway NHS,-,,125,149,294.5,333.25,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Fetal Midwives,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Galton Day Unit,Medway NHS,-,,"1,793.50","1,324.83",860.17,755.58,0,0,0,0,0,0,Planned,01/12/2020,,,
N - General HDU,Medway NHS,-,,"2,512.00","1,728.50",855.25,283.5,"2,403.75","1,689.25",337.25,11.25,299,0,Planned,01/12/2020,,,
N - ICU,Medway NHS,-,,"4,685.25","3,578.50",445.5,99,"4,137.75","3,362.92",360,236.5,436,3,Planned,01/12/2020,,,
N - Kent Ward,Medway NHS,-,,"1,473.17","1,260.17",735.33,659.42,"1,100.50",980.42,733.67,615.33,0,0,Planned,01/12/2020,,,
N - Kingfisher Ward,Medway NHS,Gynaecology,,"1,813.00","1,241.50","1,155.00",846.75,"1,322.50",947.5,701.5,606.5,462,10,Planned,01/12/2020,,,
N - Lawrence Ward,Medway NHS,-,,"1,151.50",742,"1,157.00",841,"1,046.25",738.5,"1,046.25",517.5,132,4,Planned,01/12/2020,,,
N - Main Theatres,Medway NHS,-,,"8,321.00","6,296.75","3,475.50","1,622.50","2,667.50","2,649.00",701.5,689.5,0,0,Planned,01/12/2020,,,
N - Maternity Care Unit and Antenatal Clinic,Medway NHS,-,,725.5,701,780.25,771.58,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Medical HDU,Medway NHS,-,,"1,875.75",13.25,0,0,"1,426.00",23.5,0,0,28,59,Planned,01/12/2020,,,
N - NICU Nursing,Medway NHS,-,,"4,026.50","3,739.75",0,0,"4,237.67","3,819.58",0,11.5,607,0,Planned,01/12/2020,,,
N - NIPE,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Outpatients,Medway NHS,-,,"3,040.08","1,589.67","7,001.58","3,297.17",0,0,0,0,0,0,Planned,01/12/2020,,,
N - Paediatric Magpie Play,Medway NHS,-,,0,0,375,220,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Paediatrics Unit,Medway NHS,-,,"2,822.50","2,392.00",734.75,881.25,"2,139.00","2,095.75",356.5,525,264,0,Planned,01/12/2020,,,
N - Pearl Ward,Medway NHS,-,,"1,103.25","1,001.83",733.67,734.33,"1,097.25","1,047.17",343.17,295.83,0,0,Planned,01/12/2020,,,
N - Pembroke Ward,Medway NHS,-,,"1,947.00","1,474.50","2,058.00","1,057.50","1,705.00","1,210.50","1,364.00",913,586,3,Planned,01/12/2020,,,
N - Phoenix Ward,Medway NHS,-,,"2,049.00","1,280.50","1,598.00",913.5,"1,364.00","1,172.67","1,276.00","1,013.50",475,18,Planned,01/12/2020,,,
N - Recovery Theatre,Medway NHS,-,,"2,250.50","1,938.50",253,71,"1,037.50",918.5,0,0,0,0,Planned,01/12/2020,,,
N - SDCC,Medway NHS,-,,"2,731.50","1,267.25","1,401.50",616,"1,596.50",707.83,341,263.25,178,8,Planned,01/12/2020,,,
N - Sunderland Theatre,Medway NHS,-,,"4,409.50","2,248.25",776,399.25,0,0,0,0,0,0,Planned,01/12/2020,,,
N - Team Connect,Medway NHS,-,,"1,173.00",711.5,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
N - The Birth Place,Medway NHS,-,,"1,100.50",943.33,366.83,325.42,"1,094.67",935.08,366.83,296.5,0,31,Planned,01/12/2020,,,
N - Victory Ward,Medway NHS,-,,"1,347.00",943,907.5,517.5,"1,155.00",869,682,573,370,10,Planned,01/12/2020,,,
NICU Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Not in Use: PSC Team 4,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Obstetric Theatre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Orthodontics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Orthopaedics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Orthotics,Medway NHS,-,,172.5,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Paediatrics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Paediatrics Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Planned Care Senior Nurse & Bleep,Medway NHS,-,,172.5,123.5,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Plaster Room,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Pre Assessment,Medway NHS,-,,"1,416.50",531.5,796,306,0,0,0,0,0,0,Planned,01/12/2020,,,
PSC Outpatient Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
PSC Team 1,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
PSC Team 3,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Resus Training Nurses,Medway NHS,-,,690,350,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
School Nursing,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Special Needs Nurseries,Medway NHS,-,,607.5,187.5,"1,035.00",185,0,0,0,0,0,0,Planned,01/12/2020,,,
Specialist Midwives,Medway NHS,-,,"1,721.50","1,528.50",0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Surgery MGMT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Theatre Receptionists,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Theatres Support Staff,Medway NHS,-,,0,9.5,"2,545.00",528.5,0,0,232.5,125,0,0,Planned,01/12/2020,,,
Urology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Vascular Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Womens & Childrens Administration Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2020,,,
Acute Medicine Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Biochemistry,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Breast Unit,Medway NHS,-,,52.5,22,172.5,129.5,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Cardiac Nurse Specialists,Medway NHS,-,,"1,207.50",739.25,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Cardiology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Cardiorespiratory Staff,Medway NHS,-,,"2,482.00","1,887.92",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
CT Suite,Medway NHS,-,,"1,976.25","1,515.22",0,0,349,342,0,0,0,0,Unplanned,01/12/2020,,,
Dermatology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Dermatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Diabetes Care Nurses,Medway NHS,-,,690,418.25,345,56.5,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Dietetics,Medway NHS,-,,"1,815.00","1,355.25",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
ED Admin Ops,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Elderly Care Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Emergency Department (Admin Staff),Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Endoscopy Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Frailty Nurses,Medway NHS,-,,945.5,691.75,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Frailty Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Gastro Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Gastro CNS,Medway NHS,-,,517.5,315.75,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
General Imaging,Medway NHS,-,,"7,017.50","5,853.25",172.5,114.17,"1,123.00","1,060.50",0,0,0,0,Unplanned,01/12/2020,,,
Haematology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Haematology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Hospital at Home,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Imaging Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Imaging Mgmt and Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Imaging PACS,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Imaging Ultrasound,Medway NHS,-,,"1,911.00","1,001.17",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
M - Acute Physicians Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
M - CHED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
M - ED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
M - Gen Med Consultants,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
M - Gen Med Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
M - Haematology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
M - Imaging Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
M - Pathology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Medical Infusion Suite,Medway NHS,-,,902.5,428,433,95.75,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Medicine Management & Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Medicine Matrons and Senior Bleep,Medway NHS,-,,"1,343.00",483.5,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Microbiology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Mortuary,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
MRI Team,Medway NHS,-,,"1,902.00","1,884.25",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - ADL,Medway NHS,-,,"1,222.00",336,"1,056.00",593.25,184,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Bronte,Medway NHS,-,,"1,290.00",776.75,"1,324.98",708.48,"1,023.00",860.5,"1,023.00",704.5,323,10,Unplanned,01/12/2020,,,
N - Byron Ward,Medway NHS,-,,"1,594.00","1,140.50","1,315.50","1,098.00","1,046.25","1,035.00","1,045.25","1,202.00",754,0,Unplanned,01/12/2020,,,
N - Cardiac Catheter Suite,Medway NHS,-,,"1,054.50",990.5,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - CCU,Medway NHS,-,,736.48,664.98,237,232.5,712.5,620,0,46,99,0,Unplanned,01/12/2020,,,
N - CDU,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Clinical Site Team,Medway NHS,-,,"2,265.50",808.5,905.5,72,"2,090.00",688.5,690,178,0,0,Unplanned,01/12/2020,,,
N - Dickens Ward,Medway NHS,-,,0,0,0,0,0,0,0,0,0,62,Unplanned,01/12/2020,,,
N - Discharge Team,Medway NHS,-,,638.48,643.07,341.5,188.92,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Emerald AAU,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Emerald Ward,Medway NHS,-,,"1,635.50","1,023.00","1,646.00","1,064.83","1,023.00",759,"1,023.00",847,459,0,Unplanned,01/12/2020,,,
N - Emergency Department (ENP),Medway NHS,-,,"1,724.50","1,077.50",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Emergency Department (Nursing),Medway NHS,-,,"7,431.50","5,603.08","3,814.00","2,438.50","6,001.20","4,712.75","2,833.00","2,093.00",0,0,Unplanned,01/12/2020,,,
N - Emergency Department (Paediatrics),Medway NHS,-,,"1,534.00","1,405.00",357,340,"1,061.00",923,356.5,343.5,0,0,Unplanned,01/12/2020,,,
N - Endoscopy,Medway NHS,-,,"3,083.25","1,715.75",556.5,346,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Fit Tester Assessor Centre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Harvey Ward,Medway NHS,-,,"2,070.00","1,119.75","1,682.00","1,042.00","1,395.00",895.33,"1,046.25","1,024.42",738,0,Unplanned,01/12/2020,,,
N - Imaging Clinical Support,Medway NHS,-,,166.5,0,"2,651.50","1,895.75",0,0,341,330,0,0,Unplanned,01/12/2020,,,
N - Interventional Radiology Nursing,Medway NHS,-,,"1,404.50","1,021.50",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Jade Ward,Medway NHS,-,,"1,639.00","1,006.00","1,261.00",866.5,"1,035.00",843.5,"1,046.25",968,724,0,Unplanned,01/12/2020,,,
N - Keats Ward,Medway NHS,-,,"1,623.25","1,027.33","1,628.00","1,200.00","1,023.00",749.5,"1,364.00","1,089.00",704,0,Unplanned,01/12/2020,,,
N - Lister Assessment Unit,Medway NHS,-,,"2,976.92","1,392.67","1,604.00","1,239.50","1,743.75","1,159.75","1,057.50",965,746,0,Unplanned,01/12/2020,,,
N - McCulloch Ward,Medway NHS,-,,"3,739.00","1,677.58","2,436.00","1,161.75","3,207.75","1,496.50","1,750.75","1,138.25",535,0,Unplanned,01/12/2020,,,
N - Milton Ward,Medway NHS,-,,"2,115.00","1,011.75","1,641.00","1,133.50","1,395.00",905.25,"1,395.00","1,132.75",780,0,Unplanned,01/12/2020,,,
N - Nelson Ward,Medway NHS,-,,"1,656.50",889.75,"1,269.00",836.25,"1,012.00",733,682,649,359,3,Unplanned,01/12/2020,,,
N - Nuclear Medicine Nursing,Medway NHS,-,,472.5,298.5,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Sapphire Ward,Medway NHS,-,,"2,517.00","1,143.00","1,477.50","1,184.75","1,705.00","1,006.00","1,021.00",991.75,713,5,Unplanned,01/12/2020,,,
N - SDEC,Medway NHS,-,,"2,189.00","1,691.42","1,428.00",932.75,0,90.5,0,66.5,0,0,Unplanned,01/12/2020,,,
N - SMART,Medway NHS,-,,"2,482.50","1,468.00",294.5,152.25,0,0,0,0,0,0,Unplanned,01/12/2020,,,
N - Tennyson Ward,Medway NHS,-,,"2,040.00","1,214.00","1,665.47","1,252.22","1,364.00",927.75,"1,375.00","1,133.50",753,1,Unplanned,01/12/2020,,,
N - Will Adams Ward,Medway NHS,-,,"1,647.00",986,"1,614.00","1,112.50","1,023.00",816,"1,364.00","1,174.00",663,1,Unplanned,01/12/2020,,,
Neurology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Neurology CNS,Medway NHS,-,,693.5,234.42,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Nuclear Medicine Sci and Tech,Medway NHS,-,,"2,534.50","1,592.25",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Osteoporosis Unit,Medway NHS,-,,608,255,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Pathology MGMT,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Pathology Reception,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Pharmacy,Medway NHS,-,,"15,554.42","10,938.00",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Phlebotomy,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Rapid Testing Team,Medway NHS,-,,"1,120.50",370.5,0,0,"1,221.00",0,0,0,0,0,Unplanned,01/12/2020,,,
Respiratory & Sleep Dept,Medway NHS,-,,"1,389.50",926.92,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Respiratory Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Respiratory Team,Medway NHS,-,,930,691,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Rheumatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Rheumatology CNS,Medway NHS,-,,517.5,204.25,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Senior Manager On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Standards and Practice,Medway NHS,-,,"1,297.50",821,142.5,102.5,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Stroke Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
The Typing Pool,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Therapies,Medway NHS,-,,"12,024.47","9,368.90",0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
Trust Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
VTE Specialist Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2020,,,
ACCP,Medway NHS,-,,"1,302.00",0,0,0,356.5,0,0,0,0,0,Planned,01/01/2021,,,
Anaesthetics & Pain Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
Audiology Dept,Medway NHS,-,,"1,757.50",921.5,788.5,824.75,0,0,0,0,0,0,Planned,01/01/2021,,,
Cancer Services Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
Cancer Services CNS,Medway NHS,-,,"2,525.00","2,356.42",0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
Children's Community Learning Disabilities Team,Medway NHS,-,,"1,950.00",76,157.5,130,0,0,0,0,0,0,Planned,01/01/2021,,,
Co-ordinated Care Specialist Nurses,Medway NHS,-,,"2,501.00","1,360.33",90,7.5,0,0,0,0,0,0,Planned,01/01/2021,,,
Colposcopy,Medway NHS,-,,661.5,539,511.5,332.5,0,0,0,0,0,0,Planned,01/01/2021,,,
Community Paediatric Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
ENT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
Galton Day Unit Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
General Surgery Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
Gynaecology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
Looked After Children,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Anaesthetics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Breast Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Colorectal Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Critical Care Medics,Medway NHS,-,,400,375,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - ENT Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - General Surgery On Call Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - NICU Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Obs & Gynae Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Orthodontics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Paediatric Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - T&O Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Urology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
M - Vascular Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
MacMillan Social Work,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
Maternity Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2021,,,
